"id","y"
5380,5.6639317986943
5381,9.24000490723633
5382,4.88921333919431
5383,8.12283279728767
5384,8.50126377733934
5385,2.67266736089781
5386,41.1892998958229
5387,11.7280045343997
5388,7.34066397482685
5389,3.01875961137392
5390,6.7289284391698
5391,3.77737545715775
5392,3.13322558186321
5393,0.943261668470973
5394,14.2435292060973
5395,25.5720927805442
5396,14.4548803819848
5397,1.58101411830951
5398,11.388201955882
5399,19.3189527117368
5400,4.55312479765824
5401,5.35548360076726
5402,4.59821335124014
5403,8.36505471152187
5404,8.64001727845942
5405,4.70969985318297
5406,13.2347485629375
5407,9.41215698764663
5408,1.77391496600221
5409,2.51825531776326
5410,2.41280256622252
5411,10.3609912580542
5412,5.32258541026908
5413,3.38606426223692
5414,8.73358319855172
5415,3.57338589738406
5416,2.50460996026838
5417,7.25468181225063
5418,5.48138874302283
5419,13.5999235716237
5420,12.7208751321617
5421,2.1920088187517
5422,3.29563698594361
5423,14.1072216800967
5424,15.2543744532968
5425,9.87647840211996
5426,17.2906469639596
5427,13.400196085546
5428,4.1886690848961
5429,12.1823521564404
5430,0.249569769003013
5431,19.7724669659599
5432,2.2001341864238
5433,18.8925200760287
5434,16.3241194609491
5435,54.5009164906781
5436,0.455523072945639
5437,9.68388904715829
5438,13.3896683530558
5439,3.39386698827171
5440,10.1608209127526
5441,5.26532642514107
5442,2.53089593556078
5443,14.4183211557877
5444,6.35353971447921
5445,14.2885200855152
5446,11.5773636483605
5447,0.00786849547152402
5448,10.4593132827034
5449,-0.806694413560801
5450,4.04242275163922
5451,3.32700803331654
5452,1.31059068416439
5453,8.35603654522019
5454,12.3971845242019
5455,14.8062451681564
5456,12.0627965934945
5457,11.8464206987047
5458,14.3672403259073
5459,5.08580657146381
5460,3.00006331699157
5461,15.9785944538787
5462,7.09952661033533
5463,6.04137923564165
5464,17.4791315736588
5465,6.48293819982666
5466,6.43219919375314
5467,10.0664606242282
5468,8.24680259450618
5469,1.23115195649673
5470,16.5945410183488
5471,3.02038708079687
5472,11.5241664143815
5473,45.6035266788868
5474,5.40595153735415
5475,12.3062857390997
5476,9.69828404844788
5477,36.7674964447714
5478,17.7148045339081
5479,3.29237495235537
5480,10.1721062826385
5481,11.7288234528726
5482,5.99984174731363
5483,0.0890497699963193
5484,4.69556812577803
5485,5.94117943039149
5486,9.91967506626115
5487,4.81838748400581
5488,5.37900483645282
5489,5.99384096357972
5490,0.957852126157249
5491,7.90930764652671
5492,2.61649659723362
5493,4.78457315476463
5494,16.1068177507126
5495,3.56017536418427
5496,-0.357184436307866
5497,13.5725635450399
5498,1.66713886824004
5499,11.9890671289742
5500,14.8196598446465
5501,14.2240125584137
5502,10.8972958644848
5503,0.0421762439782083
5504,1.15902569883842
5505,0.305767478056978
5506,0.147238629624022
5507,4.9087437717665
5508,4.66052211154945
5509,3.67141209097372
5510,58.746604595935
5511,7.9199114437752
5512,6.97137549838567
5513,8.20120474246673
5514,1.24914849074252
5515,15.8298391556298
5516,10.4954593009437
5517,14.1711755450169
5518,4.1601285439876
5519,9.99414155950231
5520,3.09296621531714
5521,31.2727943543766
5522,1.9461161685149
5523,3.2648093992412
5524,10.023468212983
5525,10.1561550174775
5526,19.0629347243081
5527,1.57608838751341
5528,5.86744895004579
5529,12.5908799323751
5530,9.31732204631885
5531,47.6920767604007
5532,2.99457033118715
5533,8.59331496192831
5534,3.21573939385156
5535,10.1726469041011
5536,9.01818610785816
5537,4.13773332739854
5538,5.30049005012184
